LineId,Date,Time,Level,Component,Content,EventId,EventTemplate,token_num,j2_mid_output,j2_ultra_output,j2_mid_template,j2_ultra_template
64,17/06/09,20:10:48,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 3 took 17 ms,E20,Reading broadcast variable <*> took <*> ms,69,"Reading broadcast variable {variable} took {time}'
Started reading broadcast variable 9
Reading broadcast variable 3 took 17 ms
Based on the provided log messages, we can abstract the dynamic variables and come up with the following static log templates:

1. Started reading broadcast variable {variable}
2. Reading broadcast variable {variable} took {time}.",Reading broadcast variable {variable} took {time} ms,s: <*>. Started reading broadcast variable <*> <*>. Reading broadcast variable <*> took <*>.,Reading broadcast variable <*> took <*> ms
65,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block broadcast_3 stored as values in memory (estimated size 384.0 B, free 318.5 KB)",E3,"Block <*> stored as values in memory (estimated size <*>, free <*>)",85,"Block broadcast_3 stored as values in memory (estimated size {size} B, free {free_memory} KB)","Block broadcast_3 stored as values in memory (estimated size {size} B, free {free} KB)","Block broadcast_3 stored as values in memory (estimated size <*> B, free <*> KB)","Block broadcast_3 stored as values in memory (estimated size <*> B, free <*> KB)"
66,17/06/09,20:10:48,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 1,E29,Started reading broadcast variable <*>,66,"Started reading broadcast variable {variable}'
Started reading broadcast variable {variable}",Started reading broadcast variable {variable},Started reading broadcast variable <*>' Started reading broadcast variable <*>,Started reading broadcast variable <*>
67,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block broadcast_1_piece0 stored as bytes in memory (estimated size 107.0 B, free 318.6 KB)",E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)",88,"Block broadcast_1_piece0 stored as bytes in memory (estimated size {size}, free {free_space} KB)","Block {block} stored as {type} in memory (estimated size {size}, free {free})","Block broadcast_1_piece0 stored as bytes in memory (estimated size <*>, free <*> KB)","Block <*> stored as <*> in memory (estimated size <*>, free <*>)"
68,17/06/09,20:10:48,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 1 took 16 ms,E20,Reading broadcast variable <*> took <*> ms,69,"Reading broadcast variable {variable} took {time}'
Started reading broadcast variable 9
Reading broadcast variable 1 took 16 ms
Based on the provided log messages, we can abstract the dynamic variables and come up with the following static log template:


```
Started reading broadcast variable {variable}
Reading broadcast variable {variable} took {time}
```","Reading broadcast variable {variable} took {time}'
Please provide me with the log message you would like me to process and abstract.",:  Started reading broadcast variable <*> Reading broadcast variable <*> took <*>,Reading broadcast variable <*> took <*>' Please provide me with the log message you would like me to process and abstract.
69,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block broadcast_1 stored as values in memory (estimated size 384.0 B, free 319.0 KB)",E3,"Block <*> stored as values in memory (estimated size <*>, free <*>)",85,"Block broadcast_1 stored as values in memory (estimated size {size}, free {free_space} KB)","Block broadcast_1 stored as values in memory (estimated size {size} B, free {free} KB)","Block broadcast_1 stored as values in memory (estimated size <*>, free <*> KB)","Block broadcast_1 stored as values in memory (estimated size <*> B, free <*> KB)"
70,17/06/09,20:10:48,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 2,E29,Started reading broadcast variable <*>,66,"Started reading broadcast variable {variable}'
Started reading broadcast variable {variable}",Started reading broadcast variable {variable},Started reading broadcast variable <*>' Started reading broadcast variable <*>,Started reading broadcast variable <*>
71,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block broadcast_2_piece0 stored as bytes in memory (estimated size 93.0 B, free 319.0 KB)",E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)",88,"Block broadcast_2_piece0 stored as bytes in memory (estimated size {size} B, free {free_space} KB)","Block {block} stored as {type} in memory (estimated size {size}, free {free})","Block broadcast_2_piece0 stored as bytes in memory (estimated size <*> B, free <*> KB)","Block <*> stored as <*> in memory (estimated size <*>, free <*>)"
72,17/06/09,20:10:48,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 2 took 16 ms,E20,Reading broadcast variable <*> took <*> ms,69,"Reading broadcast variable {variable} took {time}'
Started reading broadcast variable 9
Reading broadcast variable 2 took 16 ms
Based on the provided log messages, we can abstract the dynamic variables and come up with the following static log templates:

1. Started reading broadcast variable {variable}
2. Reading broadcast variable {variable} took {time}.",Reading broadcast variable {variable} took {time} ms,s: <*>. Started reading broadcast variable <*> <*>. Reading broadcast variable <*> took <*>.,Reading broadcast variable <*> took <*> ms
73,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block broadcast_2 stored as values in memory (estimated size 384.0 B, free 319.4 KB)",E3,"Block <*> stored as values in memory (estimated size <*>, free <*>)",85,"Block broadcast_2 stored as values in memory (estimated size {size}, free {free_space} KB)","Block broadcast_2 stored as values in memory (estimated size {size} B, free {free} KB)","Block broadcast_2 stored as values in memory (estimated size <*>, free <*> KB)","Block broadcast_2 stored as values in memory (estimated size <*> B, free <*> KB)"
74,17/06/09,20:10:48,INFO,python.PythonRunner,"Times: total = 1072, boot = 856, init = 210, finish = 6",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",82,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}'
Started reading broadcast variable {variable}
Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}","Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}'
The template of 'Started reading broadcast variable 9' is 'Started reading broadcast variable {variable}","Times: total = <*>, boot = <*>, init = <*>, finish = <*>' Started reading broadcast variable <*> Times: total = <*>, boot = <*>, init = <*>, finish = <*>",of 'Started reading broadcast variable <*>' is 'Started reading broadcast variable <*>
75,17/06/09,20:10:48,INFO,python.PythonRunner,"Times: total = 1114, boot = 885, init = 223, finish = 6",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",81,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}'
Started reading broadcast variable {variable}
Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}","Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}'
The template of 'Broadcast variable 9 is 0.0' is 'Broadcast variable {variable} is {value}'
The template of 'Broadcast variable 9 is 0.0' is 'Broadcast variable {variable} is {value}'","Times: total = <*>, boot = <*>, init = <*>, finish = <*>' Started reading broadcast variable <*> Times: total = <*>, boot = <*>, init = <*>, finish = <*>",of 'Broadcast variable <*> is <*>' is 'Broadcast variable <*> is <*>' The
76,17/06/09,20:10:48,INFO,python.PythonRunner,"Times: total = 1074, boot = 869, init = 199, finish = 6",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",82,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}'
Started reading broadcast variable {variable}
Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}","Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}'
The template of 'Started reading broadcast variable 9' is 'Started reading broadcast variable {variable}","Times: total = <*>, boot = <*>, init = <*>, finish = <*>' Started reading broadcast variable <*> Times: total = <*>, boot = <*>, init = <*>, finish = <*>",of 'Started reading broadcast variable <*>' is 'Started reading broadcast variable <*>
77,17/06/09,20:10:48,INFO,python.PythonRunner,"Times: total = 1078, boot = 851, init = 219, finish = 8",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",82,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}'
Started reading broadcast variable {variable}
Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}","Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}'
The template of 'Started reading broadcast variable 9' is 'Started reading broadcast variable {variable}","Times: total = <*>, boot = <*>, init = <*>, finish = <*>' Started reading broadcast variable <*> Times: total = <*>, boot = <*>, init = <*>, finish = <*>",of 'Started reading broadcast variable <*>' is 'Started reading broadcast variable <*>
78,17/06/09,20:10:48,INFO,python.PythonRunner,"Times: total = 1077, boot = 865, init = 206, finish = 6",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",81,"Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}'
Started reading broadcast variable {variable}
Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}","Times: total = {total}, boot = {boot}, init = {init}, finish = {finish}'
The template of 'Broadcast variable 9 is 0.0' is 'Broadcast variable {variable} is {value}'
The template of 'Broadcast variable 9 is 0.0' is 'Broadcast variable {variable} is {value}'","Times: total = <*>, boot = <*>, init = <*>, finish = <*>' Started reading broadcast variable <*> Times: total = <*>, boot = <*>, init = <*>, finish = <*>",of 'Broadcast variable <*> is <*>' is 'Broadcast variable <*> is <*>' The
79,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block rdd_2_2 stored as bytes in memory (estimated size 850.0 B, free 320.3 KB)",E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)",88,"Block rdd_2_2 stored as bytes in memory (estimated size {size}, free {free_space} KB)","Block {block_id} stored as {data_type} in memory (estimated size {size}, free {free})","Block rdd_2_2 stored as bytes in memory (estimated size <*>, free <*> KB)","Block <*> stored as <*> in memory (estimated size <*>, free <*>)"
80,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block rdd_2_3 stored as bytes in memory (estimated size 930.0 B, free 321.2 KB)",E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)",88,"Block rdd_2_3 stored as bytes in memory (estimated size {size}, free {free_space} KB)","Block rdd_2_3 stored as {storage} in memory (estimated size {size}, free {free})","Block rdd_2_3 stored as bytes in memory (estimated size <*>, free <*> KB)","Block rdd_2_3 stored as <*> in memory (estimated size <*>, free <*>)"
