LineId,LogId,Node,Component,State,Time,Flag,Content,EventId,EventTemplate,Nous_Mixtral_output,Nous_Mixtral_prompt_token_num,Nous_Mixtral_completion_tokens_num,Nous_llama7b_output,Nous_llama7b_prompt_token_num,Nous_llama7b_completion_tokens_num,Nous_llama13b_output,Nous_llama13b_prompt_token_num,Nous_llama13b_completion_tokens_num,Nous_llama70b_output,Nous_llama70b_prompt_token_num,Nous_llama70b_completion_tokens_num,Yi_34B_output,Yi_34B_prompt_token_num,Yi_34B_completion_tokens_num,Yi_6B_output,Yi_6B_prompt_token_num,Yi_6B_completion_tokens_num,Nous_Mixtral_template,Nous_llama7b_template,Nous_llama13b_template,Nous_llama70b_template,Yi_34B_template,Yi_6B_template
56,185712,node-60,action,start,1077902963,1,boot  (command 2464),E4,boot (command <*>),boot  (command {command_id}),66,10,booting command 2464,67,9,boot,66,2,boot  (command {}),67,7,boot (command {command}),66,8,boot [{cmd}] (command 2464),66,14,boot (command <*>),booting command <*>,boot,boot (command <*>),boot (command <*>),boot [<*>] (command <*>)
57,186693,node-125,action,start,1077903223,1,wait  (command 2468),E45,wait (command <*>),wait  {command},66,6,waiting for command 2468 to finish...,67,13,waiting for command 2468,66,10,wait  ({}),67,5,wait <placeholder>,66,5,wait (command 2468),66,10,wait <*>,waiting for command <*> to finish...,waiting for command <*>,wait (<*>),wait <placeholder>,wait (command <*>)
58,222526,node-206,action,start,1078490898,1,boot  (command 2520),E4,boot (command <*>),boot  {command},66,6,booting command 2520,67,9,boot  (command 2520),66,11,boot  ({}),67,5,boot  (command {command}),66,9,[hostname] boot [command],66,10,boot <*>,booting command <*>,boot (command <*>),boot (<*>),boot (command <*>),[hostname] boot [command]
59,217214,node-241,action,start,1078468230,1,wait  (command 2517),E45,wait (command <*>),wait  {command},66,6,wait  (command 2517),67,11,wait 2517,66,7,wait  (command {}),67,7,wait  ({command}),66,7,wait (command <id>),66,8,wait <*>,wait (command <*>),wait <*>,wait (command <*>),wait (<*>),wait (command <id>)
60,217168,node-248,action,start,1078468218,1,boot  (command 2517),E4,boot (command <*>),boot  (command {command_id}),66,10,boot (command 2517),67,10,boot  (command 2517),66,11,boot  ({placeholder}),67,6,boot (command {}),66,7,{boot_time} (command {cmd}),66,12,boot (command <*>),boot (command <*>),boot (command <*>),boot (<*>),boot (command <*>),<*> (command <*>)
61,217100,node-148,action,start,1078468203,1,wait  (command 2511),E45,wait (command <*>),wait  {command},66,6,waiting for command 2511 to finish...,67,13,wait  (command 2511),66,11,wait {command_number},67,7,wait (command {command_id}),66,10,wait (command 2511),66,10,wait <*>,waiting for command <*> to finish...,wait (command <*>),wait <*>,wait (command <*>),wait (command <*>)
62,217007,node-179,action,start,1078468187,1,wait  (command 2513),E45,wait (command <*>),wait  {command},66,6,wait  command 2513,67,9,wait  (command 2513),66,11,wait  (command {}),67,7,wait (command {id}),66,8,wait (command {{command}}),66,8,wait <*>,wait command <*>,wait (command <*>),wait (command <*>),wait (command <*>),wait (command {<*>})
63,214978,node-161,action,start,1078467481,1,boot  (command 2514),E4,boot (command <*>),boot  {command},66,6,booting command 2514,67,9,boot {command},66,5,boot <command>,67,5,boot (command {id}),66,8,boot (command {{ command }}),66,9,boot <*>,booting command <*>,boot <*>,boot <command>,boot (command <*>),boot (command {<*>})
64,201811,node-76,action,start,1078162366,1,wait  (command 2484),E45,wait (command <*>),wait  {command},66,6,waiting for command 2484 to complete...,67,13,wait,66,2,wait {command},67,5,wait ({placeholder}) (command {placeholder}),66,11,{command} ({state}),66,8,wait <*>,waiting for command <*> to complete...,wait,wait <*>,wait (<*>) (command <*>),<*> (<*>)
65,264003,node-176,action,start,1079249218,1,boot  (command 2625),E4,boot (command <*>),boot  (command {command_id}),66,10,booting command 2625,67,9,boot,66,2,boot <pid>,67,5,boot ({0}) (command {1}),66,11,boot  (command {{command}}),66,9,boot (command <*>),booting command <*>,boot,boot <pid>,boot (<*>) (command <*>),boot (command {<*>})
66,256981,node-58,action,start,1079070194,1,wait  (command 2607),E45,wait (command <*>),wait  {command},66,6,wait command 2607,67,8,wait 2607,66,7,wait  (command {}),67,7,wait  ({command}),66,7,wait (command {{command}}),66,8,wait <*>,wait command <*>,wait <*>,wait (command <*>),wait (<*>),wait (command {<*>})
67,256874,node-90,action,start,1079070177,1,boot  (command 2616),E4,boot (command <*>),boot  {command},66,6,booting command 2616,67,9,boot  (command 2616),66,11,boot {pid},67,5,boot (command {}),66,7,{boot_time} (command {command}),66,12,boot <*>,booting command <*>,boot (command <*>),boot <*>,boot (command <*>),<*> (command <*>)
68,256848,node-185,action,start,1079070175,1,boot  (command 2619),E4,boot (command <*>),boot  (command {command_id}),66,10,boot  (command 2619),67,11,boot,66,2,boot <command>,67,5,boot  (command {command_id}),66,11,boot (command {0}),66,8,boot (command <*>),boot (command <*>),boot,boot <command>,boot (command <*>),boot (command <*>)
69,256223,node-82,action,start,1079070000,1,boot  (command 2616),E4,boot (command <*>),boot  {command},66,6,booting command 2616,67,9,boot  (command 2616),66,11,boot {pid},67,5,boot (command {}),66,7,{boot_time} (command {command}),66,12,boot <*>,booting command <*>,boot (command <*>),boot <*>,boot (command <*>),<*> (command <*>)
70,256162,node-80,action,start,1079069993,1,boot  (command 2616),E4,boot (command <*>),boot  {command},66,6,booting command 2616,67,9,boot  (command 2616),66,11,boot {pid},67,5,boot (command {}),66,7,{boot_time} (command {command}),66,12,boot <*>,booting command <*>,boot (command <*>),boot <*>,boot (command <*>),<*> (command <*>)
71,254534,node-129,action,start,1079069377,1,boot  (command 2602),E4,boot (command <*>),boot  {command},66,6,booting command 2602,67,9,boot  (command 2602),66,11,boot <command>,67,5,boot (command {command}),66,8,{hostname} boot  (command {command}),66,13,boot <*>,booting command <*>,boot (command <*>),boot <command>,boot (command <*>),<*> boot (command <*>)
72,247848,node-157,action,start,1079049069,1,wait  (command 2582),E45,wait (command <*>),wait  {command},66,6,waiting for command 2582 to complete...,67,13,wait (command 2582),66,10,waiting for command {},67,6,wait ({placeholders}) (command {placeholders}),66,13,wait  (command {{command}}),66,9,wait <*>,waiting for command <*> to complete...,wait (command <*>),waiting for command <*>,wait (<*>) (command <*>),wait (command {<*>})
73,245027,node-175,action,start,1079048210,1,boot  (command 2584),E4,boot (command <*>),boot  ({command}),66,6,booting command <number>,67,7,boot,66,2,boot <command>,67,5,boot (command {id}),66,8,boot (command {{command}}),66,8,boot (<*>),booting command <number>,boot,boot <command>,boot (command <*>),boot (command {<*>})
74,236520,node-43,action,start,1079015170,1,wait  (command 2549),E45,wait (command <*>),wait  {command},66,6,wait (command 2549),67,10,waiting,66,3,wait  ({command}),67,6,wait  ({command}),66,7,wait (command <number>),66,8,wait <*>,wait (command <*>),waiting,wait (<*>),wait (<*>),wait (command <number>)
75,235608,node-34,action,start,1079014799,1,boot  (command 2550),E4,boot (command <*>),boot  (command {command_id}),66,10,boot  command 2550,67,9,boot  (command 2550),66,11,boot  ({}),67,5,boot  ({cmd}),66,7,boot (command {index}),66,8,boot (command <*>),boot command <*>,boot (command <*>),boot (<*>),boot (<*>),boot (command <*>)
76,235599,node-2,action,start,1079014796,1,boot  (command 2548),E4,boot (command <*>),boot  (command {command_id}),66,10,boot (command 2548),67,10,boot {command} {pid},66,8,boot  ({command}),67,6,boot  ({command}),66,7,boot (command {{command}}),66,8,boot (command <*>),boot (command <*>),boot <*> <*>,boot (<*>),boot (<*>),boot (command {<*>})
77,233507,node-227,action,start,1079012648,1,boot  (command 2538),E4,boot (command <*>),boot  (command {command_id}),66,10,boot (command 2538),67,10,boot  (command 2538),66,11,boot <command>,67,5,boot ({command}),66,6,boot (command {{ command }}),66,9,boot (command <*>),boot (command <*>),boot (command <*>),boot <command>,boot (<*>),boot (command {<*>})
78,274455,node-100,action,start,1079616550,1,wait  (command 2683),E45,wait (command <*>),wait  {command},66,6,waiting for command 2683 to complete...,67,13,wait  (command 2683),66,11,waiting for command {number},67,8,wait  ({command}),66,7,{command},66,4,wait <*>,waiting for command <*> to complete...,wait (command <*>),waiting for command <*>,wait (<*>),<*>
79,276059,node-190,action,start,1079617054,1,boot  (command 2686),E4,boot (command <*>),boot  (command {command_id}),66,10,booting command [number],67,7,boot  (command 2686),66,11,boot {process_id},67,7,boot  (command {}),66,8,boot (command {{command}}),66,8,boot (command <*>),booting command [number],boot (command <*>),boot <*>,boot (command <*>),boot (command {<*>})
80,276581,node-120,action,start,1079617260,1,wait  (command 2682),E45,wait (command <*>),wait  {command},66,6,wait (command 2682),67,10,wait  (command 2682),66,11,wait  (command {}),67,7,wait  ({placeholders}),66,8,wait (command <number>),66,8,wait <*>,wait (command <*>),wait (command <*>),wait (command <*>),wait (<*>),wait (command <number>)
81,294548,node-216,action,start,1081392152,1,wait  (command 2763),E45,wait (command <*>),wait  {command},66,6,wait (command 2763),67,10,wait,66,2,wait {command},67,5,wait <{placeholders}> (command <{placeholders}>),66,15,wait (command {0}),66,8,wait <*>,wait (command <*>),wait,wait <*>,wait <*> (command <*>),wait (command <*>)
82,301979,node-1,action,start,1081998493,1,wait  (command 2800),E45,wait (command <*>),wait {command},66,5,wait command 2800,67,8,wait,66,2,wait  (command {placeholder}),67,8,wait ({time}) (command {number}),66,11,"{time}, command: {cmd}",66,10,wait <*>,wait command <*>,wait,wait (command <*>),wait (<*>) (command <*>),"<*>, command: <*>"
83,300380,node-109,action,start,1081880821,1,boot  (command 2790),E4,boot (command <*>),boot  ({command}),66,6,booting command 2790,67,9,boot {placeholders},66,7,boot <command>,67,5,boot (command {command_id}),66,10,{host} boot (command {command}),66,11,boot (<*>),booting command <*>,boot <*>,boot <command>,boot (command <*>),<*> boot (command <*>)
84,307531,node-9,action,start,1082038490,1,wait  (command 2817),E45,wait (command <*>),wait  {command},66,6,waiting for command 2817 to finish...,67,13,waiting for command 2817,66,10,waiting for command number {command_number}' where {command_number} is a placeholder for the command number.,67,25,wait (command <command-id>),66,10,"{cmd_name}, {cmd_args}",66,12,wait <*>,waiting for command <*> to finish...,waiting for command <*>,waiting for command number <*>' where <*> is a placeholder for the command number.,wait (command <command-id>),"<*>, <*>"
85,307999,node-112,action,start,1082038630,1,wait  (command 2823),E45,wait (command <*>),wait  {command},66,6,wait (command 2823),67,10,waiting (command 2823),66,11,waiting for command,67,5,wait <command>,66,5,{command},66,4,wait <*>,wait (command <*>),waiting (command <*>),waiting for command,wait <command>,<*>
86,309387,node-27,action,start,1082039069,1,wait  (command 2817),E45,wait (command <*>),wait  {command},66,6,waiting for command 2817 to finish...,67,13,waiting for command 2817,66,10,waiting for command number {command_number}' where {command_number} is a placeholder for the command number.,67,25,wait (command <command-id>),66,10,"{cmd_name}, {cmd_args}",66,12,wait <*>,waiting for command <*> to finish...,waiting for command <*>,waiting for command number <*>' where <*> is a placeholder for the command number.,wait (command <command-id>),"<*>, <*>"
87,326403,node-150,action,start,1083202417,1,wait  (command 2900),E45,wait (command <*>),wait  {command},66,6,waiting for command 2900 to finish...,67,13,waiting,66,3,wait  (command {}),67,7,wait  ({command}),66,7,wait  (command {{command}}),66,9,wait <*>,waiting for command <*> to finish...,waiting,wait (command <*>),wait (<*>),wait (command {<*>})
88,324109,node-232,action,start,1083200791,1,wait  (command 2885),E45,wait (command <*>),wait  {command},66,6,wait command 2885,67,8,wait,66,2,waiting for command {number},67,8,wait ({cmd_id}),66,8,waiting for command to finish,66,8,wait <*>,wait command <*>,wait,waiting for command <*>,wait (<*>),waiting for command to finish
89,338620,node-237,action,start,1083304818,1,wait  (command 2909),E45,wait (command <*>),wait  {command},66,6,wait command 2909,67,8,waiting,66,3,wait  (command {}),67,7,wait <command_id>,66,7,wait (command 2909),66,10,wait <*>,wait command <*>,waiting,wait (command <*>),wait <command_id>,wait (command <*>)
90,362348,node-220,action,start,1085071596,1,boot  (command 2960),E4,boot (command <*>),boot  (command {command_id}),66,10,booting command 2960,67,9,boot {command},66,5,boot {pid},67,5,boot  ({command}),66,7,{hostname} boot (command {command}),66,12,boot (command <*>),booting command <*>,boot <*>,boot <*>,boot (<*>),<*> boot (command <*>)
91,360562,node-229,action,start,1085071024,1,wait  (command 2963),E45,wait (command <*>),wait  {command},66,6,waiting for command 2963 to finish...,67,13,wait  (command 2963),66,11,wait  ({}),67,5,wait  ({command}),66,7,{command},66,4,wait <*>,waiting for command <*> to finish...,wait (command <*>),wait (<*>),wait (<*>),<*>
92,374171,node-26,action,start,1086022370,1,boot  (command 2999),E4,boot (command <*>),boot  (command {command_id}),66,10,boot (command 2999),67,10,boot  (command 2999),66,11,boot <command>,67,5,boot ({command}),66,6,{cmd_id} (command {cmd_index}),66,14,boot (command <*>),boot (command <*>),boot (command <*>),boot <command>,boot (<*>),<*> (command <*>)
93,373784,node-147,action,start,1085979758,1,halt  (command 2992),E19,halt (command <*>),halt  (command {}),66,6,halt (command 2992),67,10,halt {command},66,5,halt ({}),67,4,halt ({command}),67,7,halt  (command {{command}}),67,10,halt (command <*>),halt (command <*>),halt <*>,halt (<*>),halt (<*>),halt (command {<*>})
94,402485,node-205,action,start,1089897107,1,wait  (command 3087),E45,wait (command <*>),wait  {command},66,6,waiting for command 3087 to finish...,67,13,wait 3087,66,7,wait  (command {}),67,7,wait (command {id}),66,8,wait (command {{command}}),66,8,wait <*>,waiting for command <*> to finish...,wait <*>,wait (command <*>),wait (command <*>),wait (command {<*>})
